,station,lon,lat
1759,NGTA,172.9167,1.35
1760,NFKD,178.157,-19.0581
1761,EFET,23.4243,68.3626
1762,EFHA,24.7866,61.856
1763,EFHF,25.0428,60.2546
1764,EFHK,24.9633,60.3172
1765,EFIV,27.4053,68.6073
1766,EFJO,29.6333,62.6667
1767,EFJY,25.6752,62.4044
1768,EFKI,27.6753,64.2815
1769,EFKA,23.0333,63.1
1770,EFKE,24.5821,65.7787
1771,EFKT,24.8468,67.701
1772,EFKK,23.1431,63.7212
1773,EFKU,27.7992,63.008
1774,EFKS,29.1833,65.9667
1775,EFLP,28.1444,61.0446
1776,EFMA,19.8982,60.1222
1777,EFMI,27.3,61.7333
1778,EFOU,25.3546,64.9301
1779,EFPO,21.8,61.4617
1780,EFRO,25.8321,66.5584
1781,EFSA,28.9451,61.9431
1782,EFSI,22.8323,62.6921
1783,EFTP,23.58,61.42
1784,EFTU,22.2628,60.5141
1785,EFUT,26.9384,60.8964
1786,EFVA,21.7622,63.0506
1787,EFVR,27.8686,62.1711
1788,EFYL,24.7333,64.05
1789,AAF,-85.0274,29.7276
1790,BOW,-81.7834,27.9434
1791,BCT,-80.11,26.38
1792,BKV,-82.4554,28.4736
1793,FIN,-81.2087,29.4657
1794,XMR,-80.5668,28.4677
1795,VSH,-85.598,30.7799
1796,NFJ,-86.9597,30.5069
1797,CLW,-82.7563,27.9742
1798,2IS,-81.0468,26.7339
1799,CEW,-86.52,30.78
1800,CTY,-83.1048,29.6355
1801,CGC,-82.5713,28.8673
1802,DAB,-81.0581,29.1799
1803,54J,-86.1538,30.7311
1804,DED,-81.2838,29.067
1805,DTS,-86.4674,30.3934
1806,EGI,-86.5229,30.6503
1807,VPS,-86.5254,30.4832
1808,FHB,-81.4612,30.6118
1809,FXE,-80.17,26.2
1810,FMY,-81.8614,26.585
1811,FLL,-80.15,26.07
1812,RSW,-81.7567,26.5381
1813,FPR,-80.3767,27.4981
1814,GNV,-82.276,29.6917
1815,HWO,-80.2412,25.9996
1816,HST,-80.3837,25.4884
1817,HRT,-86.6893,30.4278
1818,IMM,-81.401,26.4332
1819,X40,-82.3179,28.8063
1820,INF,-82.3182,28.8036
1821,CRG,-81.5147,30.3361
1822,JAX,-81.6879,30.4941
1823,NIP,-81.6747,30.2342
1824,VQQ,-81.8767,30.2187
1825,NEN,-81.867,30.3495
1826,42J,-82.0475,29.8448
1827,EYW,-81.7596,24.5561
1828,NQX,-81.6888,24.5757
1829,ISM,-81.44,28.29
1830,LCQ,-82.5769,30.1821
1831,LAL,-82.0186,27.9889
1832,X07,-81.6167,27.8934
1833,LNA,-80.0848,26.5925
1834,LEE,-81.81,28.82
1835,24J,-83.0247,30.3001
1836,MCF,-82.52,27.85
1837,MTH,-81.0514,24.7262
1838,MKY,-81.6725,25.995
1839,MAI,-85.1839,30.8356
1840,NRB,-81.4245,30.3914
1841,MLB,-80.6453,28.1028
1842,MIA,-80.3169,25.788
1843,TMB,-80.4347,25.6423
1844,OPF,-80.2828,25.9102
1845,NDZ,-87.0231,30.7044
1846,APF,-81.7753,26.1525
1847,TTS,-80.6944,28.6149
1848,EVB,-80.9489,29.0557
1849,OCF,-82.221,29.1636
1850,OBE,-80.8498,27.2628
1851,ORL,-81.3329,28.5455
1852,MCO,-81.309,28.4294
1853,OMN,-81.1136,29.3006
1854,28J,-81.6889,29.6586
1855,XFL,-81.2063,29.4674
1856,ECP,-85.7956,30.3582
1857,PFN,-85.6828,30.2121
1858,TDR,-85.5765,30.07
1859,COF,-80.61,28.235
1860,NPA,-87.318,30.3533
1861,PNS,-87.1869,30.4781
1862,FPY,-83.5815,30.0708
1863,40J,-83.5736,30.0719
1864,PCM,-82.1642,28.0002
1865,PMP,-80.111,26.2464
1866,PGD,-81.9914,26.9172
1867,2J9,-84.5574,30.5979
1868,PIE,-82.6874,27.91
1869,SPG,-82.627,27.7651
1870,SFB,-81.2436,28.7797
1871,SRQ,-82.5586,27.4014
1872,SEF,-81.3416,27.4547
1873,SGJ,-81.3397,29.9592
1874,TLH,-84.3514,30.3935
1875,TPA,-82.5403,27.9619
1876,TPF,-82.4493,27.9156
1877,VVG,-81.9698,28.9446
1878,TIX,-80.7992,28.5148
1879,1J0,-85.6014,30.8458
1880,BCR,-85.6017,30.8438
1881,PAM,-85.5754,30.0696
1882,X26,-80.4959,27.8126
1883,VDF,-82.3453,28.014
1884,VNC,-82.4403,27.0716
1885,VRB,-80.4179,27.6556
1886,F45,-80.2223,26.8459
1887,PBI,-80.0994,26.6847
1888,NSE,-87.0219,30.7242
1889,X60,-82.4719,29.3557
1890,GIF,-81.7533,28.0629
1891,SUA,-80.22,27.18
1892,ZPH,-82.1559,28.2281
1893,LFOI,1.8389,50.1361
1894,LFBA,0.5947,44.1722
1895,LFKJ,8.7928,41.9306
1896,LFAQ,2.6977,49.9715
1897,LFOF,0.1103,48.4456
1898,LFXA,5.3294,45.9764
1899,LFJR,-0.3122,47.5603
1900,LFBU,0.2215,45.7292
1901,LFLP,6.1058,45.9297
1902,LFDH,0.6014,43.6906
1903,LFLW,2.4211,44.8986
1904,LFMV,4.9018,43.9073
1905,LFOA,2.6325,47.0533
1906,LFKB,9.4853,42.5406
1907,LFOB,2.1272,49.4464
1908,LFBE,0.5164,44.8214
1909,LFMU,3.3539,43.3235
1910,LFBZ,-1.5344,43.4694
1911,LFBD,-0.6914,44.8306
1912,LFLD,2.3597,47.0592
1913,LFRB,-4.4119,48.4442
1914,LFSL,5.48,48.78
1915,LFRK,-0.4561,49.18
1916,LFKC,8.7911,42.5228
1917,LFQI,3.1528,50.2186
1918,LFMD,6.9539,43.5458
1919,LFMK,2.3063,43.216
1920,LFCK,2.2892,43.5562
1921,LFBC,-1.125,44.5333
1922,LFOK,4.1908,48.7805
1923,LFLB,5.8831,45.6367
1924,LFOR,1.5011,48.4606
1925,LFOC,1.3767,48.0617
1926,LFLX,1.7411,46.8697
1927,LFRC,-1.4781,49.6475
1928,LFLC,3.1494,45.7869
1929,LFBG,-0.3167,45.6667
1930,LFGA,7.359,48.1099
1931,LFPC,2.5208,49.2522
1932,LFBY,-1.07,43.6897
1933,LFRG,0.1669,49.3644
1934,LFSD,5.0883,47.2778
1935,LFRD,-2.0748,48.5889
1936,LFGJ,5.4272,47.0439
1937,LFSG,6.07,48.325
1938,LFOE,1.2217,49.025
1939,LFKF,9.0978,41.5006
1940,LFLS,5.3294,45.3629
1941,LFTH,6.1464,43.0944
1942,LFMI,4.9222,43.5231
1943,LFRJ,-4.1516,48.5303
1944,LFRO,-3.4686,48.7553
1945,LFRL,-4.445,48.2817
1946,LFBH,-1.1931,46.1781
1947,LFRI,-1.3789,46.7
1948,LFOV,-0.743,48.0314
1949,LFOH,0.0711,49.5089
1950,LFMC,6.3864,43.3831
1951,LFRM,0.1939,47.9458
1952,LFHP,3.7639,45.0744
1953,LFAT,1.6228,50.5144
1954,LFQQ,3.0975,50.57
1955,LFBL,1.175,45.8611
1956,LFRH,-3.4428,47.7686
1957,LFSX,6.3639,47.7869
1958,LFLL,5.0778,45.7264
1959,LFLY,4.9378,45.7261
1960,LFLM,4.7986,46.2967
1961,LFML,5.2267,43.4417
1962,LFPM,2.6794,48.6103
1963,LFSF,6.1256,49.0731
1964,LFJL,6.2431,48.9794
1965,LFDB,1.3767,44.0281
1966,LFBM,-0.5075,43.9117
1967,LFLQ,4.7331,44.5811
1968,LFMT,3.9631,43.5769
1969,LFRU,-3.8158,48.6032
1970,LFSB,7.5103,47.6142
1971,LFSO,5.9597,48.5811
1972,LFSN,6.2217,48.6878
1973,LFRS,-1.6089,47.15
1974,LFQG,3.1128,46.9983
1975,LFMN,7.2089,43.6489
1976,LFTW,4.4119,43.7581
1977,LFMO,4.8611,44.1447
1978,LFOJ,1.7767,47.9833
1979,LFPG,2.5344,49.0153
1980,LFPO,2.3833,48.7167
1981,LFPB,2.4272,48.9672
1982,LFBP,-0.4186,43.38
1983,LFBX,0.8156,45.1981
1984,LFMP,2.8728,42.7372
1985,LFBI,0.3144,46.5939
1986,LFPT,2.0408,49.0966
1987,LFRQ,-4.1725,47.9728
1988,LFQA,4.1566,49.2087
1989,LFSR,4.0506,49.3061
1990,LFRN,-1.7339,48.0689
1991,LFCR,2.4825,44.4103
1992,LFYR,1.6875,47.3197
1993,LFOP,1.1814,49.3831
1994,LFMY,5.1083,43.6033
1995,LFKS,9.3967,41.9233
1996,LFRT,-2.8531,48.5364
1997,LFSI,4.9036,48.6314
1998,LFMH,4.2933,45.5331
1999,LFCG,1.1067,43.0053
2000,LFRZ,-2.1544,47.3139
2001,LFVP,-56.1731,46.7629
2002,LFOW,3.2061,49.8183
2003,LFST,7.6403,48.5494
2004,LFLN,4.0247,46.4119
2005,LFBT,0.0,43.1881
2006,LFBO,1.3789,43.6211
2007,LFBF,1.3675,43.5456
2008,LFOT,0.7272,47.4444
2009,LFPN,2.1136,48.7506
2010,LFQB,4.02,48.3247
2011,LFLU,4.9699,44.9216
2012,LFRV,-2.7186,47.7233
2013,LFLV,3.3986,46.1667
2014,LFPV,2.2015,48.7744
2015,NTAA,-149.6167,-17.55
2016,NTAT,-149.5241,-23.3654
2017,FOOB,11.4932,2.0756
2018,FOON,13.438,-1.6562
2019,FOGR,10.2457,-0.7044
2020,FOOL,9.4123,0.4586
2021,FOOK,12.8667,0.5667
2022,FOOM,11.5333,0.7833
2023,FOGM,11.0167,-1.8667
2024,FOOG,8.7544,-0.7117
2025,GBYD,-16.6333,13.2
2026,ABY,-84.1945,31.5355
2027,AMG,-82.5066,31.5361
2028,ACJ,-84.1889,32.1108
2029,AHN,-83.3264,33.9486
2030,PDK,-84.302,33.8756
2031,FTY,-84.52,33.78
2032,ATL,-84.4418,33.6301
2033,DNL,-82.0382,33.4669
2034,AGS,-81.9645,33.3699
2035,BGE,-84.6369,30.9716
2036,BHC,-82.3938,31.7138
2037,DZJ,-83.9973,34.8544
2038,BIJ,-84.8948,31.3975
2039,BQK,-81.4665,31.2588
2040,SSI,-81.3908,31.1522
2041,6A1,-84.2507,32.5674
2042,CZL,-84.9392,34.4554
2043,CXU,-84.2352,31.2132
2044,18A,-83.1308,34.3404
2045,47A,-84.4239,34.3106
2046,CTJ,-85.1523,33.6317
2047,VPC,-84.8487,34.1232
2048,CNI,-84.4239,34.3106
2049,CWV,-81.8696,32.1951
2050,48A,-83.2759,32.3994
2051,CSG,-84.9422,32.5161
2052,CKF,-83.7739,31.9888
2053,AJR,-83.5567,34.4998
2054,9A1,-83.8496,33.6325
2055,CVC,-83.8474,33.6323
2056,PUJ,-84.9406,33.912
2057,DNN,-84.87,34.72
2058,MGE,-84.5163,33.9153
2059,17J,-84.8776,31.007
2060,DQH,-82.8606,31.4767
2061,DBN,-82.9853,32.5644
2062,EZM,-83.1287,32.2164
2063,EBA,-82.8175,34.0954
2064,27A,-82.8159,34.0952
2065,49A,-84.5271,34.6301
2066,FZG,-83.2709,31.6839
2067,LSF,-84.9913,32.3373
2068,LHW,-81.5623,31.8891
2069,GVL,-83.8303,34.2719
2070,3J7,-83.139,33.5977
2071,4A7,-84.3324,33.3891
2072,HMP,-84.331,33.3899
2073,AZE,-82.6474,31.8847
2074,HOE,-82.7741,31.0559
2075,SVN,-81.146,32.01
2076,19A,-83.5616,34.1759
2077,JZP,-84.4572,34.4535
2078,JCA,-83.5583,34.1739
2079,JES,-81.8825,31.554
2080,9A5,-85.2903,34.6885
2081,LGC,-85.0726,33.0089
2082,LZU,-83.9624,33.9781
2083,2J3,-82.3857,32.9865
2084,MCN,-83.6492,32.6928
2085,RYY,-84.5986,34.0131
2086,MQW,-82.8794,32.0969
2087,MHP,-82.081,32.3739
2088,MLJ,-83.2407,33.1542
2089,2J5,-81.9654,32.8935
2090,D73,-83.6928,33.7825
2091,VAD,-83.193,30.9678
2092,MGR,-83.8032,31.0849
2093,MUL,-83.7041,31.1377
2094,CCO,-84.77,33.31
2095,FFC,-84.5669,33.3553
2096,PXE,-83.7673,32.5106
2097,PIM,-84.8824,32.8407
2098,RVJ,-82.1536,32.0595
2099,RMG,-85.1611,34.3478
2100,OKZ,-82.8382,32.9667
2101,SAV,-81.2021,32.1276
2102,6A2,-84.2749,33.227
2103,TBR,-81.7369,32.4827
2104,SBO,-82.3699,32.6091
2105,JYL,-81.5971,32.6453
2106,OPN,-84.2594,32.954
2107,TVI,-83.8811,30.9018
2108,HQU,-82.5164,33.5297
2109,TMA,-83.4885,31.429
2110,TOC,-83.2964,34.5928
2111,VLD,-83.2767,30.7825
2112,VDI,-82.37,32.19
2113,WRB,-83.5918,32.6401
2114,IIY,-82.8158,33.7794
2115,AYS,-82.3955,31.2491
2116,WDR,-83.6674,33.9829
2117,UGAM,43.1356,42.5269
2118,UGSB,41.6,41.6333
2119,UGKO,42.4826,42.1766
2120,UGMS,42.754,43.069
2121,UGTB,44.9547,41.6692
2122,EDKA,6.187,50.8242
2123,EDAC,12.5064,50.9818
2124,ETHA,10.8722,47.8364
2125,ETEB,10.6333,49.3167
2126,EDMA,10.9431,48.4261
2127,EDDB,13.5325,52.3822
2128,EDDT,13.3088,52.5644
2129,EDVE,10.4486,52.2931
2130,EDDW,8.7867,53.0475
2131,ETHB,9.0878,52.2819
2132,ETSB,7.0633,50.1739
2133,ETHC,10.0281,52.5953
2134,EDBC,11.4203,51.8564
2135,ETOR,8.4634,49.5636
2136,EDDK,7.1586,50.8661
2137,ETND,8.3464,52.5903
2138,EDTD,8.5222,47.9733
2139,EDLW,7.6122,51.5183
2140,EDDC,13.7561,51.1292
2141,EDDL,6.7692,51.2975
2142,EDFE,8.6415,49.9608
2143,EDWE,7.2287,53.3881
2144,ETSE,11.9487,48.3223
2145,EDDE,10.9631,50.9847
2146,ETHS,10.1839,52.9194
2147,EDDF,8.5986,50.0464
2148,EDNY,9.5115,47.6713
2149,ETHF,9.2836,51.1194
2150,ETNG,6.0323,50.9638
2151,ETIC,11.9402,49.6987
2152,ETUO,8.3003,51.9297
2153,EDFH,7.2647,49.9475
2154,EDHI,9.837,53.5359
2155,EDDH,9.99,53.635
2156,EDDV,9.6797,52.4658
2157,ETIE,8.6517,49.3933
2158,EDAH,14.1524,53.8787
2159,EDQM,11.8775,50.3133
2160,ETIH,11.8361,49.2181
2161,ETNH,9.5394,54.3128
2162,ETSH,13.1667,51.7667
2163,ETGI,7.33,49.7
2164,ETIK,10.3897,49.475
2165,ETSI,11.534,48.7157
2166,ETNJ,7.8806,53.5322
2167,ETGY,6.2667,51.7333
2168,EDSB,8.0805,48.7794
2169,EDVK,9.3776,51.4084
2170,EDHK,10.1452,54.3795
2171,ETNL,12.2783,53.9182
2172,EDTL,7.8278,48.3692
2173,ETSA,10.9147,48.0767
2174,ETHL,9.9097,48.2183
2175,ETSL,10.8506,48.1864
2176,EDDP,12.2414,51.4361
2177,EDHL,10.7192,53.8054
2178,EDFM,8.5143,49.4727
2179,ETGG,9.5081,54.8489
2180,EDJA,10.2395,47.9888
2181,ETWM,7.3264,52.7233
2182,ETGZ,8.9925,48.1847
2183,EDLN,6.5044,51.2303
2184,EDDM,11.8092,48.3583
2185,EDDG,7.7,52.1353
2186,ETNU,13.3061,53.6022
2187,ETSN,11.2115,48.711
2188,ETHN,9.9653,49.3992
2189,ETNN,6.6582,50.8312
2190,ETMN,8.6575,53.7647
2191,EDDN,11.055,49.503
2192,EDMO,11.2831,48.0814
2193,EDLP,8.6167,51.6167
2194,EDOP,11.7834,53.427
2195,EDAR,13.9167,50.9792
2196,ETAR,7.6003,49.4369
2197,ETHE,7.3864,52.2892
2198,ETGQ,9.35,53.1333
2199,ETHR,11.1002,49.2175
2200,EDDR,7.1083,49.2142
2201,ETNS,9.5206,54.4567
2202,EDTY,9.784,49.1183
2203,EDGS,8.083,50.7077
2204,ETAD,6.6992,49.9802
2205,EDDS,9.2253,48.6892
2206,ETML,11.337,51.778
2207,EDLV,6.1422,51.6024
2208,EDXW,8.3405,54.9132
2209,ETOU,8.3254,50.0498
2210,ETNT,7.6673,53.5478
2211,ETNW,9.4283,52.4581
2212,EDRZ,7.4006,49.2095
2213,DGAA,-0.1668,5.6052
2214,DGSI,-1.5908,6.7146
2215,DGTK,-1.7748,4.8961
2216,DGLE,-0.8632,9.5572
2217,LXGB,-5.3497,36.1512
2218,MWCB,-79.8828,19.687
2219,MWCR,-81.3631,19.2944
2220,EGPD,-2.2053,57.2049
2221,EGJA,-2.2147,49.7061
2222,EGOV,-4.5365,53.2527
2223,EGYE,-0.5616,52.9622
2224,EGAA,-6.2258,54.6633
2225,EGAC,-5.8735,54.6135
2226,EGPL,-7.3628,57.4811
2227,EGUB,-1.0987,51.6202
2228,EGKB,0.0325,51.3308
2229,EGBB,-1.7576,52.4602
2230,EGNH,-3.0394,53.7744
2231,EGDM,-1.7546,51.1618
2232,EGQM,-1.6012,55.4209
2233,EGHH,-1.8362,50.7794
2234,EGGD,-2.7191,51.3827
2235,EGTG,-2.5908,51.5194
2236,EGVN,-1.578,51.7585
2237,EGCK,-4.3403,53.1042
2238,EGSC,0.175,52.205
2239,EGEC,-5.6864,55.4372
2240,EGFF,-3.3433,51.3967
2241,EGNC,-2.8088,54.9387
2242,EGXG,-1.2,53.8333
2243,EGUO,-2.2864,51.4391
2244,EGXC,-0.1729,53.0939
2245,EGWC,-2.3056,52.64
2246,EGBE,-1.4797,52.3697
2247,EGTC,-0.6167,52.0722
2248,EGYD,-0.5047,53.0317
2249,EGDR,-5.2571,50.0843
2250,EGXD,-1.4167,54.1333
2251,EGCN,-1.0044,53.4747
2252,EGXS,0.1521,53.4749
2253,EGPN,-3.0258,56.4525
2254,EGNX,-1.3281,52.8311
2255,EGPH,-3.35,55.95
2256,EGTE,-3.4058,50.7372
2257,EGVA,-1.79,51.6822
2258,EGLF,-0.7727,51.28
2259,EGPF,-4.4331,55.8719
2260,EGBJ,-2.1608,51.8923
2261,EGJB,-2.5981,49.4331
2262,EGNR,-2.9872,53.1747
2263,EGYH,0.1385,52.8733
2264,EGNJ,-0.3508,53.5744
2265,EGPE,-4.0475,57.5425
2266,EGPI,-6.2567,55.6819
2267,EGNS,-4.6333,54.0833
2268,EGJJ,-2.1943,49.2096
2269,EGQK,-3.5635,57.6456
2270,EGPA,-2.9014,58.9536
2271,EGUL,0.561,52.4093
2272,EGHC,-5.6706,50.1028
2273,EGXV,-0.435,53.8758
2274,EGNM,-1.6653,53.8618
2275,EGXE,-1.5331,54.2969
2276,EGQL,-2.8624,56.3774
2277,EGXU,-1.2511,54.0452
2278,EGGP,-2.85,53.3333
2279,EGSS,0.2232,51.8812
2280,EGLL,-0.4614,51.4785
2281,EGKK,-0.1903,51.1481
2282,EGGW,-0.3683,51.8747
2283,EGLC,0.0553,51.5053
2284,EGAE,-7.1611,55.0428
2285,EGQS,-3.3235,57.7114
2286,EGMD,0.9392,50.9561
2287,EGDL,-1.9924,51.5032
2288,EGCC,-2.275,53.3537
2289,EGMH,1.3461,51.3422
2290,EGYM,0.567,52.6483
2291,EGVP,-1.5686,51.1394
2292,EGUN,0.4864,52.3619
2293,EGNT,-1.6917,55.0375
2294,EGHQ,-4.9954,50.4406
2295,EGEO,-5.3997,56.4635
2296,EGSD,1.7228,52.6344
2297,EGWU,-0.4167,51.55
2298,EGSH,1.3,52.6333
2299,EGVO,-0.945,51.2391
2300,EGTK,-1.32,51.8369
2301,EGOP,-4.3667,51.7167
2302,EGHK,-5.5186,50.1282
2303,EGHD,-4.1097,50.4228
2304,EGPK,-4.5867,55.5094
2305,EGXP,-0.5481,53.3069
2306,EGPM,-1.2961,60.4328
2307,EGHE,-6.2958,49.9144
2308,EGOS,-2.6647,52.7947
2309,EGKA,-0.2943,50.8353
2310,EGHI,-1.3561,50.955
2311,EGMC,0.6956,51.5714
2312,EGOM,-2.55,55.05
2313,EGDX,-3.4348,51.4058
2314,EGPO,-6.3311,58.2156
2315,EGPB,-1.2956,59.8789
2316,EGQA,-3.9555,57.8249
2317,EGNV,-1.4294,54.5092
2318,EGPU,-6.8806,56.5
2319,EGXZ,-1.3821,54.2055
2320,EGMW,-1.4941,56.3592
2321,EGXW,-0.5233,53.1754
2322,EGNO,-2.8831,53.7451
2323,EGUW,0.9573,52.1239
2324,EGPC,-3.0931,58.4589
2325,EGXT,-0.4612,52.6114
2326,EGOW,-3.0555,53.5816
2327,EGUY,-0.1078,52.3572
2328,EGDY,-2.6428,51.0063
2329,EGSY,-1.3885,53.3943
2330,LGAL,25.945,40.8562
2331,LGAD,21.2926,37.9207
2332,LGAV,23.9445,37.9364
2333,LGSA,24.1167,35.4833
2334,LGHI,26.1406,38.3432
2335,LGNX,25.3667,37.0833
2336,LGEL,23.556,38.0638
2337,LGIR,25.1803,35.3397
2338,LGIO,20.8225,39.6964
2339,LGKL,22.0255,37.0683
2340,LGKP,27.146,35.4214
2341,LGKV,24.6192,40.9133
2342,LGKF,20.5005,38.1201
2343,LGKR,19.9167,39.6167
2344,LGKC,23.017,36.2743
2345,LGKO,27.0908,36.8007
2346,LGKZ,21.7833,40.3
2347,LGLR,22.4167,39.6333
2348,LGLM,25.2363,39.9171
2349,LGMK,25.35,37.4333
2350,LGMT,26.5983,39.0567
2351,LGBL,22.7943,39.2196
2352,EQYG,24.15,35.53
2353,LGPA,25.128,37.0103
2354,LGRX,21.4256,38.1511
2355,LGPZ,20.7667,38.6167
2356,LGRP,28.0862,36.4054
2357,LGSM,26.9117,37.69
2358,LGSK,23.5037,39.1771
2359,LGSY,24.4872,38.9676
2360,LGSO,24.9509,37.4228
2361,LGTG,23.5333,38.3167
2362,LGTS,22.971,40.5197
2363,LGSR,25.4793,36.3992
2364,LGZA,20.8842,37.7508
2365,BGAA,-52.7848,68.7218
2366,BGPT,-49.67,61.98
2367,BGGH,-51.6766,64.1932
2368,BGJN,-51.0661,69.2403
2369,BGKK,-37.1236,65.5736
2370,BGMQ,-52.9394,65.4125
2371,BGBW,-45.426,61.1605
2372,BGCO,-22.65,70.75
2373,BGQQ,-69.2167,77.4667
2374,BGSS,-53.7293,66.9513
2375,BGSF,-50.7167,67.0167
2376,BGTL,-68.75,76.5333
2377,BGUK,-56.1306,72.7902
2378,BGUQ,-52.6962,70.7342
2379,TGPY,-61.7862,12.0042
2380,PGUM,144.7972,13.4839
2381,PGUA,144.9167,13.5667
2382,PGRO,145.2425,14.1743
2383,PWAK,166.6419,19.28
2384,PGWT,145.6193,14.9992
2385,MGCP,-91.899,14.307
2386,MGCB,-90.3167,15.4833
2387,MGES,-89.35,14.5667
2388,MGTK,-89.8667,16.9167
2389,MGGT,-90.5275,14.5833
2390,MGHT,-91.4624,15.3274
2391,MGMM,-89.1522,17.0686
2392,MGPB,-88.5838,15.7309
2393,MGQZ,-91.5074,14.8619
2394,MGRT,-91.6667,14.5333
2395,MGSJ,-90.8167,13.9167
2396,MGTU,-92.2459,13.7455
2397,MGMT,-90.3186,15.6865
2398,MGZA,-89.5392,14.9603
2399,GUCY,-13.612,9.5769
2400,GUXN,-9.3038,10.394
2401,GULB,-12.2868,11.3261
2402,GUNZ,-8.833,7.7333
2403,GGOV,-15.6537,11.8948
2404,SOCA,-52.3653,4.8222
2405,SYEC,-58.1167,6.8167
2406,SYCJ,-58.2541,6.4986
2407,SYGO,-58.1056,6.8074
2408,SYKM,-60.5,5.8833
2409,SYLT,-59.7894,3.3728
2410,SYMB,-59.7835,8.2
2411,MTCH,-72.199,19.7278
2412,MTPP,-72.2925,18.58
2413,MTAR,-72.356,18.5213
2414,PHSF,-155.5538,19.76
2415,PHHN,-156.0156,20.7945
2416,PHIK,-157.9224,21.3187
2417,PHTO,-155.0485,19.7203
2418,PHNL,-157.9224,21.3187
2419,PHOG,-156.43,20.9
2420,PHJR,-158.0703,21.3074
2421,PHMU,-155.6743,19.9984
2422,PHNG,-157.7629,21.4509
2423,PHKO,-156.0456,19.7388
2424,PHBK,-159.7851,22.0228
2425,PHJH,-156.6748,20.963
2426,PHNY,-156.9514,20.7856
2427,PHLI,-159.3394,21.9785
2428,PHMK,-157.0963,21.1529
2429,PMDY,-177.3756,28.2082
2430,PHHI,-158.0443,21.4776
2431,MHAM,-87.6603,13.2683
2432,MHCA,-85.9333,14.9
2433,MHGS,-88.5958,14.5735
2434,MHCH,-87.1536,13.3181
2435,MHCL,-88.0344,14.1619
2436,MHSC,-87.6212,14.3824
2437,MHLC,-86.8434,15.748
2438,MHLE,-88.15,14.3167
2439,MHML,-87.1856,13.1794
2440,MHNO,-86.0667,16.4667
2441,MHPL,-83.8,15.2167
2442,MHRY,-83.2972,15.0664
2443,MHRO,-86.5287,16.3154
2444,MHLM,-87.9295,15.4502
2445,MHSR,-88.7833,14.7833
2446,MHTG,-87.2162,14.0594
2447,MHTE,-87.4833,15.7167
2448,MHTR,-85.9387,15.9258
2449,MHYR,-87.1167,15.1667
2450,VHHH,113.9219,22.3094
2451,LHBC,21.1625,46.6834
2452,LHBP,19.2556,47.4369
2453,LHDC,21.6153,47.4889
2454,LHPR,17.8084,47.6271
2455,LHKE,19.75,46.9167
2456,LHPA,17.5,47.2
2457,LHPP,18.241,45.9909
2458,LHSM,17.1606,46.6891
2459,LHUD,20.0892,46.2508
2460,LHSN,20.2355,47.1229
2461,BIAR,-18.1002,65.6856
2462,BIBD,-23.5462,65.6413
2463,BIEG,-14.4025,65.283
2464,BIGJ,-21.35,65.9833
2465,BIGR,-18.0173,66.5458
2466,BIHN,-15.2272,64.2956
2467,BIHU,-17.426,65.9523
2468,BIIS,-23.1353,66.0581
2469,BIKF,-22.5876,63.9747
2470,BIRK,-21.9407,64.1284
2471,BIVO,-14.8211,65.7027
2472,BITN,-15.3356,66.2185
2473,BIVM,-20.2883,63.3998
2474,1U7,-111.3416,42.2497
2475,BOI,-116.2406,43.5667
2476,65S,-116.2952,48.726
2477,BYI,-113.7715,42.5426
2478,EUL,-116.6358,43.6419
2479,LLJ,-114.215,44.5228
2480,COE,-116.8196,47.7743
2481,DIJ,-111.0979,43.7419
2482,P69,-115.5964,46.1442
2483,GNG,-114.7652,42.9172
2484,GIC,-116.1234,45.9426
2485,SUN,-114.2956,43.5038
2486,IDA,-112.0708,43.5137
2487,JER,-114.4566,42.7267
2488,LWS,-117.0154,46.3745
2489,MLD,-112.2966,42.1666
2490,77M,-113.334,42.316
2491,MYL,-116.1017,44.8889
2492,MUO,-115.8724,43.0436
2493,MLP,-115.6711,47.4548
2494,MAN,-116.5231,43.5813
2495,PIH,-112.5959,42.9098
2496,RXE,-111.8051,43.8339
2497,SMN,-113.8813,45.1238
2498,SZT,-116.56,48.2994
2499,U78,-111.5799,42.6416
2500,S14,-112.1833,44.35
2501,SNT,-114.9269,44.1708
2502,TWF,-114.4878,42.4818
2503,ALN,-90.046,38.8899
2504,BMI,-88.9159,40.4771
2505,CPS,-90.1562,38.5707
2506,CIR,-89.2196,37.0647
2507,MDH,-89.25,37.78
2508,CUL,-88.1231,38.0895
2509,ENL,-89.0911,38.5151
2510,CMI,-88.2778,40.0388
2511,MDW,-87.7524,41.786
2512,ARR,-88.48,41.77
2513,DPA,-88.2486,41.9078
2514,IGQ,-87.5295,41.5349
2515,CGX,-87.6079,41.8588
2516,ORD,-87.9319,41.9875
2517,06C,-88.1012,41.9893
2518,DNV,-87.5955,40.1997
2519,DEC,-88.8657,39.8346
2520,DKB,-88.7057,41.9338
2521,1H2,-88.5335,39.0704
2522,FWC,-88.4126,38.3786
2523,FOA,-88.4531,38.665
2524,FEP,-89.582,42.2462
2525,GBG,-90.4311,40.938
2526,HSB,-88.5503,37.8113
2527,IJX,-90.2383,39.7746
2528,JOT,-88.1756,41.5177
2529,IKK,-87.8463,41.0714
2530,C75,-89.3864,41.0193
2531,LWV,-87.6055,38.7643
2532,AAA,-89.335,40.1587
